customer_id,gender_female,senior_citizen,partner,dependents,tenure,phone_service,paperless_billing,monthly_charges,total_charges,churn,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No internet service,streaming_movies_Yes,contract_One year,contract_Two year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,tenure_years,new_customer,long_term_customer,avg_monthly_charges,revenue_per_year,num_services,paperless_and_monthly,automatic_payments,total_charges_per_service,monthly_charges_per_service,loyal_high_spender
8091-TTVAX,0,0,1,0,58,1,0,100.35,5681.1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,4.833333333333333,0,1,97.95,1175.4,5,False,True,946.85,16.72,True
0280-XJGEX,0,0,0,0,49,1,1,103.7,5036.3,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,4.083333333333333,0,1,102.78163265306122,1233.3795918367348,6,False,True,719.47,14.81,True
5129-JLPIS,0,0,0,0,25,1,1,105.5,2686.05,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,2.0833333333333335,0,0,107.44200000000001,1289.304,7,False,False,335.76,13.19,False
3655-SNQYZ,1,0,1,1,69,1,0,113.25,7895.15,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,5.75,0,1,114.42246376811593,1373.0695652173913,8,False,True,877.24,12.58,True
8191-XWSZG,1,0,0,0,52,1,0,20.65,1022.95,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,4.333333333333333,0,1,19.672115384615385,236.06538461538463,1,False,False,511.48,10.32,False
9959-WOFKT,0,0,0,1,71,1,0,106.7,7382.25,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,5.916666666666667,0,1,103.97535211267606,1247.7042253521126,6,False,True,1054.61,15.24,True
4190-MFLUW,1,0,1,1,10,1,0,55.2,528.35,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.8333333333333334,1,0,52.835,634.02,4,False,True,105.67,11.04,False
4183-MYFRB,1,0,0,0,21,1,1,90.05,1862.9,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,1.75,0,0,88.70952380952382,1064.5142857142857,5,False,False,310.48,15.01,False
8779-QRDMV,0,1,0,0,1,0,1,39.65,39.65,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.08333333333333333,1,0,39.65,475.8,3,False,False,9.91,9.91,False
1680-VDCWW,0,0,1,0,12,1,0,19.8,202.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,1.0,1,0,16.854166666666668,202.25,1,False,True,101.12,9.9,False
1066-JKSGK,0,0,0,0,1,1,0,20.15,20.15,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08333333333333333,1,0,20.15,241.79999999999998,1,False,False,10.07,10.07,False
3638-WEABW,1,0,1,0,58,1,1,59.9,3505.1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,4.833333333333333,0,1,60.432758620689654,725.1931034482759,4,False,True,701.02,11.98,False
6322-HRPFA,0,0,1,1,49,1,0,59.6,2970.3,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,4.083333333333333,0,1,60.61836734693878,727.4204081632654,5,False,True,495.05,9.93,False
6865-JZNKO,1,0,0,0,30,1,1,55.3,1530.6,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.5,0,0,51.019999999999996,612.24,4,False,True,306.12,11.06,False
6467-CHFZW,0,0,1,1,47,1,1,99.35,4749.15,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,3.9166666666666665,0,0,101.04574468085106,1212.5489361702128,5,False,False,791.52,16.56,False
8665-UTDHZ,0,0,1,1,1,0,0,30.2,30.2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.08333333333333333,1,0,30.2,362.40000000000003,2,False,False,10.07,10.07,False
5248-YGIJN,0,0,1,0,72,1,1,90.25,6369.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,88.46458333333334,1061.575,8,False,True,707.72,10.03,False
8773-HHUOZ,1,0,0,1,17,1,1,64.7,1093.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1.4166666666666667,0,0,64.3,771.5999999999999,4,False,False,218.62,12.94,False
3841-NFECX,1,1,1,0,71,1,1,96.35,6766.95,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,5.916666666666667,0,1,95.30915492957746,1143.7098591549295,6,False,True,966.71,13.76,False
4929-XIHVW,0,1,1,0,2,1,1,95.5,181.65,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.16666666666666666,1,0,90.825,1089.9,5,False,True,30.28,15.92,False
6827-IEAUQ,1,0,1,1,27,1,0,66.15,1874.45,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,2.25,0,0,69.42407407407407,833.088888888889,6,False,False,267.78,9.45,False
7310-EGVHZ,0,0,0,0,1,1,0,20.2,20.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.08333333333333333,1,0,20.2,242.4,1,False,True,10.1,10.1,False
3413-BMNZE,0,1,0,0,1,1,0,45.25,45.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08333333333333333,1,0,45.25,543.0,2,False,True,15.08,15.08,False
6234-RAAPL,1,0,1,1,72,1,0,99.9,7251.7,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,6.0,0,1,100.71805555555555,1208.6166666666666,6,False,True,1035.96,14.27,False
6047-YHPVI,0,0,0,0,5,1,1,69.7,316.9,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4166666666666667,1,0,63.379999999999995,760.56,2,False,False,105.63,23.23,False
6572-ADKRS,1,0,0,0,46,1,1,74.8,3548.3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3.8333333333333335,0,0,77.13695652173914,925.6434782608695,3,False,True,887.08,18.7,False
5380-WJKOV,0,0,0,0,34,1,1,106.35,3549.25,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,2.8333333333333335,0,0,104.38970588235294,1252.6764705882351,6,False,False,507.04,15.19,False
8168-UQWWF,1,0,0,0,11,1,1,97.85,1105.4,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0.9166666666666666,1,0,100.4909090909091,1205.8909090909092,5,False,True,184.23,16.31,False
8865-TNMNX,0,0,1,1,10,1,0,49.55,475.7,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.8333333333333334,1,0,47.57,570.8399999999999,3,False,False,118.92,12.39,False
9489-DEDVP,1,0,1,1,70,1,1,69.2,4872.35,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,5.833333333333333,0,1,69.605,835.2600000000001,5,False,True,812.06,11.53,False
9867-JCZSP,1,0,1,1,17,1,0,20.75,418.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,1.4166666666666667,0,0,24.602941176470587,295.235294117647,1,False,False,209.12,10.38,False
4671-VJLCL,1,0,0,0,63,1,1,79.85,4861.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,5.25,0,1,77.16587301587302,925.9904761904761,7,False,True,607.68,9.98,False
4080-IIARD,1,0,1,0,13,1,1,76.2,981.45,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1.0833333333333333,0,0,75.49615384615385,905.9538461538463,6,False,False,140.21,10.89,False
3714-NTNFO,1,0,0,0,49,1,1,84.5,3906.7,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4.083333333333333,0,1,79.72857142857143,956.7428571428571,3,False,False,976.68,21.12,False
5948-UJZLF,0,0,0,0,2,1,0,49.25,97.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.16666666666666666,1,0,48.5,582.0,3,False,False,24.25,12.31,False
7760-OYPDY,1,0,0,0,2,1,1,80.65,144.15,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.16666666666666666,1,0,72.075,864.9000000000001,3,False,False,36.04,20.16,False
7639-LIAYI,0,0,0,0,52,1,1,79.75,4217.8,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,4.333333333333333,0,1,81.11153846153846,973.3384615384616,6,False,True,602.54,11.39,False
2954-PIBKO,1,0,1,1,69,1,1,64.15,4254.1,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,5.75,0,1,61.6536231884058,739.8434782608696,5,False,True,709.02,10.69,False
8012-SOUDQ,1,1,0,0,43,1,1,90.25,3838.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,3.5833333333333335,0,0,89.27325581395348,1071.2790697674418,4,False,False,767.75,18.05,False
9420-LOJKX,1,0,0,0,15,1,1,99.1,1426.4,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1.25,0,0,95.09333333333333,1141.1200000000001,6,False,True,203.77,14.16,False
6575-SUVOI,1,1,1,0,25,1,1,69.5,1752.65,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,2.0833333333333335,0,0,70.10600000000001,841.2719999999999,5,False,True,292.11,11.58,False
7495-OOKFY,1,1,1,0,8,1,1,80.65,633.3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.6666666666666666,1,0,79.1625,949.9499999999999,3,False,True,158.32,20.16,False
4667-QONEA,1,1,1,1,60,1,1,74.85,4456.35,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,5.0,0,1,74.27250000000001,891.2700000000001,7,False,True,557.04,9.36,False
1658-BYGOY,0,1,0,0,18,1,1,95.45,1752.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1.5,0,0,97.36388888888888,1168.3666666666666,4,False,False,350.51,19.09,False
8769-KKTPH,1,0,1,1,63,1,1,99.65,6311.2,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,5.25,0,1,100.17777777777778,1202.1333333333332,5,False,True,1051.87,16.61,False
5067-XJQFU,0,1,1,1,66,1,1,108.45,7076.35,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,5.5,0,1,107.21742424242424,1286.609090909091,7,False,False,884.54,13.56,True
3957-SQXML,1,0,1,1,34,1,0,24.95,894.3,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,2.8333333333333335,0,0,26.302941176470586,315.63529411764705,1,False,True,447.15,12.48,False
5954-BDFSG,1,0,0,0,72,1,1,107.5,7853.7,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,6.0,0,1,109.07916666666667,1308.95,6,False,True,1121.96,15.36,True
0434-CSFON,1,0,1,0,47,1,1,100.5,4707.1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,3.9166666666666665,0,0,100.15106382978725,1201.812765957447,5,False,False,784.52,16.75,False
1215-FIGMP,0,0,0,0,60,1,1,89.9,5450.7,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5.0,0,1,90.845,1090.1399999999999,4,False,True,1090.14,17.98,False
0526-SXDJP,0,0,1,0,72,0,0,42.1,2962.0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6.0,0,1,41.138888888888886,493.6666666666667,4,False,True,592.4,8.42,False
0557-ASKVU,1,0,1,1,18,1,1,54.4,957.1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,1.5,0,0,53.172222222222224,638.0666666666667,4,False,True,191.42,10.88,False
5698-BQJOH,1,0,0,0,9,1,0,94.4,857.25,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.75,1,0,95.25,1143.0,4,False,False,171.45,18.88,False
5122-CYFXA,1,0,0,0,3,1,1,75.3,244.1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,0.25,1,0,81.36666666666666,976.4,6,False,False,34.87,10.76,False
8627-ZYGSZ,0,0,1,0,47,1,1,78.9,3650.35,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3.9166666666666665,0,0,77.66702127659575,932.0042553191489,3,False,False,912.59,19.73,False
3410-YOQBQ,1,0,0,0,31,1,0,79.2,2497.2,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,2.5833333333333335,0,0,80.55483870967741,966.6580645161289,7,False,False,312.15,9.9,False
3170-NMYVV,1,0,1,1,50,1,0,20.15,930.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,4.166666666666667,0,1,18.618,223.41599999999997,1,False,True,465.45,10.07,False
7410-OIEDU,0,0,0,0,10,1,1,79.85,887.35,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.8333333333333334,1,0,88.735,1064.82,4,False,False,177.47,15.97,False
2273-QCKXA,0,0,0,0,1,1,0,49.05,49.05,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.08333333333333333,1,0,49.05,588.6,3,False,False,12.26,12.26,False
0731-EBJQB,1,0,1,1,52,1,1,20.4,1090.65,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,4.333333333333333,0,1,20.974038461538463,251.68846153846158,1,False,False,545.33,10.2,False
1891-QRQSA,0,1,1,1,64,1,1,111.6,7099.0,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,5.333333333333333,0,1,110.921875,1331.0625,7,False,True,887.38,13.95,True
8028-PNXHQ,0,0,1,1,62,1,1,24.25,1424.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,5.166666666666667,0,1,22.97741935483871,275.7290322580645,1,False,True,712.3,12.12,False
5630-AHZIL,1,0,0,1,3,1,1,64.5,177.4,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.25,1,0,59.13333333333333,709.6,5,False,True,29.57,10.75,False
2673-CXQEU,1,1,0,0,56,1,0,110.5,6139.5,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,4.666666666666667,0,1,109.63392857142857,1315.6071428571427,7,False,False,767.44,13.81,True
6416-JNVRK,1,0,0,0,46,1,0,55.65,2688.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,3.8333333333333335,0,0,58.45326086956521,701.4391304347826,3,False,True,672.21,13.91,False
5590-ZSKRV,1,0,1,1,8,1,0,54.65,482.25,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6666666666666666,1,0,60.28125,723.375,4,False,False,96.45,10.93,False
0191-ZHSKZ,0,1,0,0,30,1,1,74.75,2111.3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,2.5,0,0,70.37666666666668,844.5200000000001,6,False,False,301.61,10.68,False
3887-PBQAO,1,0,1,1,45,1,1,25.9,1216.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,3.75,0,0,27.035555555555554,324.4266666666666,1,False,True,608.3,12.95,False
5919-TMRGD,1,0,0,1,1,1,1,79.35,79.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.08333333333333333,1,0,79.35,952.1999999999999,3,False,False,19.84,19.84,False
8108-UXRQN,1,0,1,1,11,0,0,50.55,565.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.9166666666666666,1,0,51.39545454545455,616.7454545454545,4,False,False,113.07,10.11,False
9191-MYQKX,1,0,1,0,7,1,1,75.15,496.9,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5833333333333334,1,0,70.98571428571428,851.8285714285713,3,False,True,124.22,18.79,False
9919-YLNNG,1,0,0,0,42,1,1,103.8,4327.5,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,3.5,0,0,103.03571428571429,1236.4285714285713,7,False,True,540.94,12.98,False
0318-ZOPWS,1,0,1,0,49,1,1,20.15,973.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,4.083333333333333,0,1,19.864285714285714,238.3714285714286,1,False,True,486.68,10.07,False
4445-ZJNMU,0,0,0,0,9,1,1,99.3,918.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.75,1,0,102.08333333333333,1225.0,5,False,True,153.12,16.55,False
4808-YNLEU,1,0,1,0,35,1,1,62.15,2215.45,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2.9166666666666665,0,0,63.29857142857142,759.5828571428572,4,False,True,443.09,12.43,False
1862-QRWPE,1,0,1,1,48,1,0,20.65,1057.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,4.0,0,1,22.020833333333332,264.25,1,False,True,528.5,10.32,False
2796-NNUFI,1,0,1,1,46,1,1,19.95,927.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,3.8333333333333335,0,0,20.15434782608696,241.8521739130435,1,False,False,463.55,9.98,False
3016-KSVCP,0,0,1,0,29,0,0,33.75,1009.25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2.4166666666666665,0,0,34.80172413793103,417.62068965517244,2,False,False,336.42,11.25,False
4767-HZZHQ,0,0,1,1,30,1,0,82.05,2570.2,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2.5,0,0,85.67333333333333,1028.08,4,False,True,514.04,16.41,False
2424-WVHPL,0,1,0,0,1,1,0,74.7,74.7,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.08333333333333333,1,0,74.7,896.4000000000001,3,False,False,18.68,18.68,False
7233-PAHHL,0,0,1,1,66,1,1,84.0,5714.25,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,5.5,0,1,86.57954545454545,1038.9545454545455,7,False,False,714.28,10.5,False
6067-NGCEU,1,0,0,0,65,1,1,111.05,7107.0,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,5.416666666666667,0,1,109.33846153846154,1312.0615384615385,7,False,True,888.38,13.88,True
9848-JQJTX,0,0,0,0,72,1,1,100.9,7459.05,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,6.0,0,1,103.59791666666666,1243.175,6,False,True,1065.58,14.41,True
8637-XJIVR,1,0,0,0,12,1,1,78.95,927.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,1,0,77.27916666666667,927.35,3,False,False,231.84,19.74,False
9803-FTJCG,0,0,1,1,71,1,1,66.85,4748.7,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,5.916666666666667,0,1,66.8830985915493,802.5971830985915,5,False,True,791.45,11.14,False
0278-YXOOG,0,0,0,0,5,1,0,21.05,113.85,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.4166666666666667,1,0,22.77,273.23999999999995,1,False,False,56.92,10.52,False
3212-KXOCR,0,0,0,0,52,1,0,21.0,1107.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,4.333333333333333,0,1,21.292307692307695,255.50769230769234,1,False,True,553.6,10.5,False
4598-XLKNJ,1,1,1,0,25,1,1,98.5,2514.5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,2.0833333333333335,0,0,100.58,1206.9599999999998,6,False,False,359.21,14.07,False
6380-ARCEH,0,0,0,0,1,1,0,20.2,20.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08333333333333333,1,0,20.2,242.4,1,False,False,10.1,10.1,False
3679-XASPY,1,0,1,1,1,1,0,19.45,19.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.08333333333333333,1,0,19.45,233.4,1,False,False,9.72,9.72,False
7123-WQUHX,0,0,0,0,38,1,0,95.0,3605.6,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,3.1666666666666665,0,0,94.88421052631578,1138.6105263157895,5,False,True,600.93,15.83,False
5386-THSLQ,1,1,1,0,66,0,0,45.55,3027.25,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,5.5,0,1,45.86742424242424,550.4090909090909,4,False,True,605.45,9.11,False
3192-NQECA,0,0,1,0,68,1,1,110.0,7611.85,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,5.666666666666667,0,1,111.93897058823529,1343.2676470588235,7,False,True,951.48,13.75,True
6180-YBIQI,0,0,0,0,5,0,0,24.3,100.2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4166666666666667,1,0,20.04,240.48,1,False,False,50.1,12.15,False
6728-DKUCO,1,0,1,1,72,1,1,104.15,7303.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,6.0,0,1,101.43125,1217.175,6,False,False,1043.29,14.88,True
9750-BOOHV,1,0,0,0,32,0,0,30.15,927.65,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,2.6666666666666665,0,0,28.9890625,347.86875000000003,2,False,False,309.22,10.05,False
8597-CWYHH,0,0,0,0,43,1,0,94.35,3921.3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,3.5833333333333335,0,0,91.19302325581396,1094.3162790697675,4,False,False,784.26,18.87,False
2848-YXSMW,0,0,1,1,72,1,0,19.4,1363.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,6.0,0,1,18.93402777777778,227.20833333333334,1,False,True,681.62,9.7,False
0486-HECZI,0,0,1,0,55,1,1,96.75,5238.9,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,4.583333333333333,0,1,95.25272727272727,1143.0327272727272,5,False,False,873.15,16.12,False
4549-ZDQYY,1,0,0,0,52,1,0,57.95,3042.25,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,4.333333333333333,0,1,58.50480769230769,702.0576923076924,5,False,True,507.04,9.66,False
5712-AHQNN,1,0,0,0,43,1,1,91.65,3954.1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,3.5833333333333335,0,0,91.95581395348837,1103.4697674418603,5,False,False,659.02,15.28,False
